prospect_id,month,channel,converted,age,gender,months_retained,package_price
265,1,facebook,False,58,w,,
266,1,facebook,True,34,m,4.0,174.81
267,1,facebook,True,50,w,6.0,228.39
268,1,tik-tok,False,24,w,,
269,1,facebook,False,56,m,,
270,1,facebook,False,33,w,,
271,1,facebook,False,52,m,,
272,1,google-ads,True,38,m,5.0,208.35
273,1,google-ads,True,22,w,1.0,185.02
274,1,facebook,True,55,w,9.0,159.97
275,1,facebook,False,37,w,,
276,1,tik-tok,False,27,m,,
277,1,facebook,True,47,m,5.0,245.25
278,1,facebook,False,47,w,,
279,1,tik-tok,True,32,w,3.0,115.81
280,1,facebook,False,38,w,,
281,1,facebook,False,45,w,,
282,1,facebook,False,59,m,,
283,1,google-ads,False,50,m,,
284,1,facebook,False,39,w,,
285,1,google-ads,True,53,w,2.0,274.8
286,1,tik-tok,False,18,w,,
287,1,facebook,False,37,w,,
288,1,tik-tok,False,22,m,,
289,1,tik-tok,False,29,m,,
290,1,tik-tok,False,31,m,,
291,1,facebook,True,42,m,1.0,201.64
292,1,tik-tok,False,33,m,,
293,1,tik-tok,False,23,w,,
294,1,tik-tok,True,28,m,7.0,132.64
295,1,facebook,False,44,w,,
296,1,tik-tok,False,23,w,,
297,1,tik-tok,True,26,w,6.0,195.98
298,1,tik-tok,True,22,m,9.0,159.59
299,1,facebook,True,52,m,6.0,241.3
300,1,google-ads,False,43,m,,
301,1,tik-tok,True,34,m,8.0,122.12
302,1,tik-tok,False,34,m,,
303,1,tik-tok,True,34,m,4.0,165.41
304,1,google-ads,False,28,w,,
305,1,tik-tok,False,32,m,,
306,1,google-ads,False,36,m,,
307,1,facebook,False,44,m,,
308,1,facebook,True,56,w,5.0,193.58
309,1,facebook,False,43,m,,
310,1,tik-tok,False,22,m,,
311,1,google-ads,False,47,m,,
312,1,tik-tok,False,22,w,,
313,1,google-ads,True,36,w,6.0,284.81
314,1,tik-tok,False,34,m,,
315,1,tik-tok,False,26,w,,
316,1,tik-tok,False,18,w,,
317,1,facebook,False,45,m,,
318,1,tik-tok,False,18,m,,
319,1,facebook,False,41,w,,
320,1,tik-tok,True,29,w,10.0,119.49
321,1,facebook,False,55,w,,
322,1,facebook,False,49,m,,
323,1,tik-tok,False,22,w,,
324,1,tik-tok,True,29,m,8.0,178.22
325,1,tik-tok,False,25,w,,
326,1,google-ads,False,19,m,,
327,1,tik-tok,True,24,w,8.0,113.27
328,1,google-ads,True,29,w,6.0,331.6
329,1,tik-tok,True,27,m,5.0,124.52
330,1,facebook,False,52,m,,
331,1,google-ads,False,50,m,,
332,1,google-ads,False,36,w,,
333,1,google-ads,False,33,m,,
334,1,google-ads,True,51,m,12.0,189.74
335,1,google-ads,False,50,m,,
336,1,tik-tok,False,23,m,,
337,1,facebook,False,34,m,,
338,1,google-ads,True,58,w,12.0,197.53
339,1,facebook,False,31,w,,
340,1,facebook,False,39,w,,
341,1,facebook,False,56,w,,
342,1,tik-tok,True,20,m,9.0,132.95
343,1,facebook,False,32,m,,
344,1,facebook,False,37,m,,
345,1,facebook,False,42,w,,
346,1,facebook,False,36,w,,
347,1,google-ads,False,19,m,,
348,1,tik-tok,False,26,m,,
349,1,facebook,True,51,w,4.0,174.44
350,1,facebook,True,44,m,5.0,153.89
351,1,facebook,False,53,m,,
352,1,google-ads,False,59,w,,
353,1,google-ads,False,24,w,,
354,1,google-ads,True,31,w,2.0,136.2
355,1,google-ads,True,18,m,2.0,176.31
356,1,facebook,False,59,w,,
357,1,facebook,False,41,m,,
358,1,facebook,False,40,m,,
359,1,tik-tok,True,29,w,10.0,150.92
360,1,facebook,False,41,m,,
361,1,tik-tok,False,24,w,,
362,1,google-ads,False,55,w,,
363,1,google-ads,True,46,w,11.0,300.22
364,1,facebook,False,48,w,,
365,1,facebook,True,39,w,6.0,195.38
366,1,facebook,False,58,m,,
367,1,tik-tok,False,20,m,,
368,1,tik-tok,False,21,m,,
369,1,facebook,False,55,w,,
370,1,tik-tok,False,22,m,,
371,1,google-ads,False,38,w,,
372,1,facebook,False,32,m,,
373,1,facebook,True,48,w,2.0,247.26
374,1,tik-tok,True,18,w,9.0,157.57
375,1,facebook,False,44,m,,
376,1,tik-tok,False,34,w,,
377,1,tik-tok,True,19,m,6.0,136.56
378,1,facebook,False,47,w,,
379,1,facebook,False,50,w,,
380,1,tik-tok,True,27,m,1.0,153.72
381,1,facebook,False,38,m,,
382,1,tik-tok,True,20,w,10.0,156.73
383,1,google-ads,False,51,w,,
384,1,tik-tok,False,22,m,,
385,1,google-ads,False,21,m,,
386,1,facebook,False,41,w,,
387,1,google-ads,False,18,w,,
388,1,facebook,False,55,w,,
389,1,facebook,True,37,w,5.0,243.11
390,1,tik-tok,False,28,w,,
391,1,google-ads,False,19,w,,
392,1,tik-tok,False,34,m,,
393,1,google-ads,False,44,m,,
394,1,tik-tok,True,30,w,6.0,165.74
395,1,tik-tok,False,21,m,,
396,1,tik-tok,False,33,m,,
397,1,facebook,False,48,m,,
398,1,facebook,False,58,m,,
399,1,google-ads,False,21,w,,
400,1,tik-tok,False,34,m,,
401,1,tik-tok,False,21,m,,
402,1,tik-tok,False,31,w,,
403,1,tik-tok,False,33,m,,
404,1,facebook,False,49,m,,
405,1,facebook,True,59,w,2.0,236.75
406,1,google-ads,False,36,m,,
407,1,facebook,False,36,w,,
408,1,facebook,False,55,m,,
409,1,tik-tok,False,34,w,,
410,1,facebook,False,59,w,,
411,1,facebook,False,52,m,,
412,1,tik-tok,False,24,w,,
413,1,facebook,False,38,w,,
414,1,facebook,True,57,w,5.0,247.71
415,1,tik-tok,False,25,m,,
416,1,google-ads,False,25,m,,
417,1,facebook,False,45,m,,
418,1,google-ads,False,30,m,,
419,1,google-ads,False,23,m,,
420,1,facebook,False,56,w,,
421,1,google-ads,False,23,m,,
422,1,facebook,False,47,w,,
423,1,facebook,False,38,w,,
424,1,tik-tok,True,33,m,7.0,106.76
425,1,facebook,False,45,m,,
426,1,facebook,False,45,m,,
427,1,facebook,False,58,m,,
428,1,facebook,False,46,m,,
429,1,tik-tok,False,18,w,,
430,1,facebook,True,52,m,1.0,242.83
431,1,tik-tok,False,33,m,,
432,1,tik-tok,True,31,w,4.0,133.95
433,1,tik-tok,False,32,w,,
434,1,facebook,False,43,m,,
435,1,google-ads,False,43,w,,
436,1,facebook,False,59,w,,
437,1,google-ads,True,56,w,3.0,155.25
438,1,google-ads,False,31,m,,
439,1,google-ads,True,24,w,9.0,237.15
440,1,facebook,False,35,m,,
441,1,tik-tok,False,21,w,,
442,1,facebook,False,34,m,,
443,1,tik-tok,False,33,m,,
444,1,google-ads,True,18,w,4.0,301.63
445,1,google-ads,False,21,m,,
446,1,google-ads,True,47,w,7.0,281.27
447,1,tik-tok,False,34,m,,
448,1,tik-tok,False,30,w,,
449,1,tik-tok,False,23,m,,
450,1,facebook,True,58,w,3.0,219.82
451,1,facebook,True,49,m,6.0,244.36
452,1,facebook,False,46,w,,
453,1,facebook,False,34,m,,
454,1,google-ads,False,51,m,,
455,1,tik-tok,False,30,w,,
456,1,tik-tok,True,22,m,9.0,198.98
457,1,tik-tok,False,18,w,,
458,1,google-ads,False,29,m,,
459,1,facebook,False,51,m,,
460,1,tik-tok,False,24,m,,
461,1,facebook,False,43,m,,
462,1,google-ads,False,37,w,,
463,1,facebook,False,59,w,,
464,1,facebook,False,46,m,,
465,1,tik-tok,False,20,w,,
466,1,facebook,True,49,w,4.0,224.73
467,1,facebook,False,53,m,,
468,1,facebook,False,54,m,,
469,1,tik-tok,False,26,w,,
470,1,facebook,True,55,w,10.0,206.66
471,1,google-ads,False,29,w,,
472,1,tik-tok,False,18,m,,
473,1,google-ads,True,44,w,10.0,190.79
474,1,tik-tok,False,30,m,,
475,1,facebook,False,33,m,,
476,1,tik-tok,False,18,m,,
477,1,facebook,False,46,m,,
478,1,facebook,False,54,w,,
479,1,google-ads,True,23,w,5.0,295.88
480,1,google-ads,False,21,w,,
481,1,tik-tok,False,28,m,,
482,1,facebook,True,55,m,9.0,189.74
483,1,tik-tok,False,32,w,,
484,1,facebook,False,47,w,,
485,1,tik-tok,False,29,w,,
486,1,tik-tok,False,25,m,,
487,1,facebook,True,50,m,5.0,234.46
488,1,facebook,False,57,m,,
489,1,google-ads,True,31,w,11.0,289.69
490,1,facebook,False,51,w,,
491,1,tik-tok,True,19,w,9.0,103.7
492,1,tik-tok,False,20,w,,
493,1,facebook,True,44,w,11.0,196.59
494,1,tik-tok,False,19,m,,
495,1,facebook,False,51,w,,
496,1,tik-tok,False,24,w,,
497,1,tik-tok,False,33,w,,
498,1,tik-tok,False,27,m,,
499,1,google-ads,True,45,m,5.0,349.23
500,1,google-ads,False,35,w,,
501,1,tik-tok,False,32,m,,
502,1,facebook,False,45,m,,
503,1,google-ads,False,24,m,,
504,1,tik-tok,True,19,w,6.0,121.8
505,1,google-ads,False,46,w,,
506,1,facebook,False,30,m,,
507,1,tik-tok,False,27,w,,
508,1,tik-tok,False,20,m,,
509,1,google-ads,False,41,m,,
510,1,facebook,True,30,m,10.0,192.05
511,1,facebook,False,57,w,,
512,1,tik-tok,False,30,w,,
513,1,facebook,False,50,w,,
514,1,facebook,False,38,m,,
515,1,facebook,False,58,m,,
516,1,tik-tok,False,30,m,,
517,1,google-ads,False,54,m,,
518,1,tik-tok,False,29,m,,
519,1,facebook,False,37,m,,
520,1,google-ads,True,24,m,4.0,133.76
521,1,facebook,True,52,w,2.0,194.41
522,1,facebook,False,57,m,,
523,1,facebook,True,44,w,5.0,183.41
524,1,facebook,False,51,m,,
525,1,google-ads,True,23,w,2.0,281.33
526,1,facebook,False,40,w,,
527,1,google-ads,True,53,w,7.0,202.68
528,1,tik-tok,True,27,m,11.0,144.38
529,1,tik-tok,True,33,w,9.0,158.04
530,1,facebook,False,43,w,,
531,1,facebook,True,52,w,4.0,243.09
532,1,facebook,False,31,m,,
533,1,google-ads,False,29,m,,
534,1,tik-tok,False,21,m,,
535,1,google-ads,False,25,m,,
536,1,facebook,False,41,m,,
537,1,google-ads,True,52,m,8.0,254.86
538,1,facebook,False,54,m,,
539,1,facebook,False,47,w,,
540,1,facebook,False,35,w,,
541,1,google-ads,False,47,w,,
542,1,google-ads,False,48,m,,
543,1,facebook,True,35,m,9.0,233.41
544,1,tik-tok,True,32,w,1.0,177.23
545,1,tik-tok,False,18,m,,
546,1,facebook,False,35,m,,
547,1,tik-tok,False,25,w,,
548,1,tik-tok,False,26,m,,
549,1,google-ads,True,32,m,1.0,296.88
550,1,google-ads,False,48,m,,
551,1,tik-tok,False,21,m,,
552,1,facebook,False,32,w,,
553,1,google-ads,False,34,m,,
554,1,facebook,False,39,m,,
555,1,facebook,False,51,m,,
556,1,facebook,False,42,w,,
557,1,google-ads,False,29,w,,
558,1,facebook,False,57,m,,
559,1,tik-tok,False,30,m,,
560,1,google-ads,False,39,m,,
561,1,google-ads,False,38,m,,
562,1,tik-tok,False,31,m,,
563,1,tik-tok,False,31,w,,
564,1,google-ads,False,41,m,,
565,1,facebook,True,43,w,7.0,175.85
566,1,facebook,False,53,w,,
567,1,google-ads,False,36,m,,
568,1,facebook,False,55,m,,
569,1,facebook,False,42,m,,
570,1,facebook,False,47,m,,
571,1,facebook,False,48,w,,
572,1,google-ads,True,30,m,6.0,164.53
573,1,tik-tok,False,31,m,,
574,1,facebook,False,30,m,,
575,1,tik-tok,False,34,w,,
576,1,tik-tok,True,28,m,11.0,151.89
577,1,facebook,False,45,w,,
578,1,tik-tok,True,23,m,6.0,188.8
579,1,tik-tok,True,28,m,1.0,176.29
580,1,google-ads,False,32,w,,
581,1,facebook,False,51,m,,
582,1,facebook,False,57,m,,
583,1,tik-tok,True,32,w,10.0,129.88
584,1,google-ads,False,47,m,,
585,1,facebook,True,33,w,2.0,182.7
586,1,facebook,False,37,m,,
587,1,tik-tok,False,28,w,,
588,1,tik-tok,False,26,m,,
589,1,facebook,False,34,m,,
590,1,tik-tok,False,25,w,,
591,1,tik-tok,False,22,w,,
592,1,google-ads,False,32,m,,
593,1,facebook,False,57,w,,
594,1,facebook,False,47,m,,
595,1,tik-tok,False,23,m,,
596,1,facebook,True,33,m,2.0,238.5
597,1,google-ads,False,43,m,,
598,1,facebook,True,58,m,5.0,166.01
599,1,tik-tok,False,31,w,,
600,1,facebook,True,35,m,11.0,196.62
601,1,google-ads,False,29,w,,
602,1,google-ads,True,18,w,2.0,130.48
603,1,tik-tok,False,28,m,,
604,1,facebook,True,44,w,12.0,202.05
605,1,facebook,False,50,w,,
606,1,facebook,True,44,m,5.0,204.41
607,1,facebook,False,58,m,,
608,1,facebook,False,38,w,,
609,1,tik-tok,False,26,w,,
610,1,facebook,False,59,m,,
611,1,google-ads,False,52,m,,
612,1,facebook,True,32,m,4.0,160.56
613,1,tik-tok,False,24,m,,
614,1,facebook,True,42,w,8.0,205.44
615,1,tik-tok,True,29,m,4.0,144.15
616,1,facebook,True,49,m,2.0,190.18
617,1,google-ads,False,21,m,,
618,1,google-ads,False,31,m,,
619,1,tik-tok,False,20,m,,
620,1,facebook,False,42,w,,
621,1,facebook,False,49,m,,
622,1,facebook,True,56,w,11.0,209.02
623,1,facebook,False,32,w,,
624,1,tik-tok,True,19,w,1.0,104.25
625,1,facebook,False,55,m,,
626,1,tik-tok,True,33,m,11.0,195.46
627,1,facebook,False,45,w,,
628,1,facebook,False,34,m,,
629,1,facebook,True,49,m,11.0,185.59
630,1,facebook,False,56,w,,
631,1,tik-tok,False,33,m,,
632,1,google-ads,False,27,m,,
633,1,tik-tok,False,23,m,,
634,1,tik-tok,False,23,w,,
635,1,google-ads,False,42,m,,
636,1,facebook,False,58,w,,
637,1,google-ads,True,33,m,10.0,100.14
638,1,facebook,False,38,w,,
639,1,facebook,False,32,w,,
640,1,tik-tok,False,26,m,,
641,1,facebook,False,35,m,,
642,1,tik-tok,False,26,w,,
643,1,tik-tok,False,30,m,,
644,1,google-ads,False,44,m,,
645,1,facebook,False,33,w,,
646,1,google-ads,True,42,w,3.0,311.28
647,1,facebook,False,54,m,,
648,1,google-ads,True,30,m,1.0,251.59
649,1,facebook,False,43,m,,
650,1,facebook,False,36,w,,
651,1,facebook,False,44,m,,
652,1,google-ads,False,55,w,,
653,1,facebook,True,42,w,5.0,193.48
654,1,tik-tok,False,23,w,,
655,1,facebook,False,58,m,,
656,1,tik-tok,False,20,m,,
657,1,facebook,False,51,w,,
658,1,google-ads,False,48,m,,
659,1,tik-tok,False,24,w,,
660,1,tik-tok,True,24,m,9.0,131.83
661,1,facebook,True,36,m,1.0,182.56
662,1,tik-tok,False,31,m,,
663,1,facebook,False,41,w,,
664,1,google-ads,True,42,m,3.0,193.0
665,1,facebook,False,35,m,,
666,1,facebook,False,33,m,,
667,1,facebook,False,51,m,,
668,1,facebook,False,53,m,,
669,1,facebook,False,33,w,,
670,1,facebook,False,35,w,,
671,1,google-ads,False,49,m,,
672,1,tik-tok,False,32,w,,
673,1,facebook,False,34,m,,
674,1,facebook,False,31,w,,
675,1,facebook,True,35,w,2.0,157.42
676,1,google-ads,True,42,m,4.0,298.3
677,1,facebook,True,55,w,2.0,242.89
678,1,tik-tok,False,21,m,,
679,1,facebook,False,49,w,,
680,1,tik-tok,False,29,m,,
681,1,google-ads,False,28,w,,
682,1,facebook,False,55,m,,
683,1,facebook,False,51,m,,
684,1,facebook,False,33,w,,
685,1,facebook,False,34,m,,
686,1,google-ads,False,51,w,,
687,1,facebook,False,39,w,,
688,1,tik-tok,False,30,m,,
689,1,facebook,False,32,m,,
690,1,facebook,False,31,w,,
691,1,facebook,False,58,m,,
692,1,facebook,False,56,w,,
693,1,facebook,True,39,w,3.0,230.01
694,1,google-ads,False,48,m,,
695,1,facebook,False,55,w,,
696,1,tik-tok,False,24,m,,
697,1,tik-tok,False,21,m,,
698,1,google-ads,False,33,m,,
699,1,facebook,False,51,m,,
700,1,tik-tok,False,29,w,,
701,1,facebook,True,53,m,12.0,192.97
702,1,tik-tok,False,34,m,,
703,1,facebook,False,54,m,,
704,1,facebook,False,55,m,,
705,1,facebook,False,38,m,,
706,1,tik-tok,False,22,m,,
707,1,tik-tok,False,27,w,,
708,1,tik-tok,False,23,w,,
709,1,google-ads,False,36,m,,
710,1,tik-tok,False,25,w,,
711,1,facebook,False,33,w,,
712,1,facebook,False,47,m,,
713,1,tik-tok,False,26,w,,
714,1,google-ads,True,21,m,7.0,266.29
715,1,facebook,False,43,m,,
716,1,tik-tok,False,21,m,,
717,1,tik-tok,False,26,m,,
718,1,facebook,False,36,m,,
719,1,facebook,False,56,m,,
720,1,facebook,False,43,m,,
721,1,tik-tok,False,22,m,,
722,1,facebook,False,49,m,,
723,1,tik-tok,False,25,w,,
724,1,facebook,False,34,w,,
725,1,tik-tok,False,18,m,,
726,1,facebook,True,58,w,1.0,223.83
727,1,facebook,True,58,w,1.0,178.94
728,1,facebook,False,49,m,,
729,1,google-ads,False,19,w,,
730,1,facebook,False,56,w,,
731,1,google-ads,False,39,w,,
732,1,facebook,False,55,w,,
733,1,facebook,False,35,m,,
734,1,tik-tok,True,30,w,12.0,170.85
735,1,google-ads,True,33,w,5.0,165.98
736,1,facebook,False,56,m,,
737,1,tik-tok,False,19,w,,
738,1,google-ads,False,59,w,,
739,1,tik-tok,False,33,w,,
740,1,google-ads,True,18,w,4.0,243.02
741,1,facebook,False,53,m,,
742,1,facebook,False,53,w,,
743,1,facebook,False,33,w,,
744,1,facebook,False,35,w,,
745,1,facebook,False,31,m,,
746,1,facebook,False,46,w,,
747,1,tik-tok,False,27,m,,
748,1,google-ads,False,42,w,,
749,1,tik-tok,False,18,m,,
750,1,facebook,False,44,w,,
751,1,facebook,False,31,m,,
752,1,facebook,False,44,m,,
753,1,tik-tok,True,19,w,12.0,181.0
754,1,facebook,False,36,m,,
755,1,facebook,True,31,w,2.0,160.54
756,1,facebook,False,35,w,,
757,1,facebook,True,50,w,5.0,177.0
758,1,tik-tok,True,34,w,6.0,128.55
759,1,tik-tok,False,34,w,,
760,1,tik-tok,True,21,w,5.0,187.58
761,1,tik-tok,False,19,m,,
